title,topic_1,label_1,topic_2,label_2,p1,p2,margin
"Trading account information, statements and reports",33,Download statements and documents,42,Financial analytics dashboard,0.6,0.118,0.482
ClassPass,11,Accessing plan partner subscriptions,20,Downgrading paid plans,0.619,0.135,0.484
Return or manage crypto deposits,3,Crypto deposit troubleshooting,5,Revolut crypto trading and setup,0.655,0.171,0.484
What is Click to Pay?,44,Click to Pay card management,34,Mobile number transfer,0.618,0.133,0.485
Tinder,11,Accessing plan partner subscriptions,43,Gifting paid plans,0.595,0.11,0.485
How are properties sorted?,0,Trading order types,36,Trading fees and allowances,0.694,0.209,0.485
Is my account eligible to be moved to Revolut Bank?,19,Account move to Revolut Bank,26,FSCS fund protection,0.605,0.118,0.487
Pro account under review or payments not working,45,Revolut Pro features and cashback,25,Identity verification documents,0.627,0.139,0.488
Accessing Revolut X,10,Logging in with phone number,34,Mobile number transfer,0.7,0.201,0.499
Contacting your device manufacturer,12,Account security features,10,Logging in with phone number,0.643,0.142,0.501
Security risks of root access,12,Account security features,10,Logging in with phone number,0.617,0.114,0.502
I sent crypto to an incorrect wallet address. What can I do?,3,Crypto deposit troubleshooting,5,Revolut crypto trading and setup,0.665,0.163,0.502
Crypto private keys and exposure on the blockchain,5,Revolut crypto trading and setup,3,Crypto deposit troubleshooting,0.732,0.228,0.503
Redeem RevPoints,18,RevPoints earning and redemption,27,Pockets and Spare Change Donations,0.633,0.129,0.504
Ultra trip & event cancellation with companion coverage,22,Cancel for any reason protection,2,Travel insurance coverage,0.684,0.18,0.504
Difference between Revolut Pro and Revolut Business,45,Revolut Pro features and cashback,37,Instant Access Savings Interest Rates,0.609,0.104,0.505
Managing a Revolut – Kids & Teens account,15,Kids and Teens Account Management,31,Joint account management,0.617,0.11,0.506
Revolut closed my joint account,31,Joint account management,19,Account move to Revolut Bank,0.667,0.159,0.508
Pending crypto deposits,3,Crypto deposit troubleshooting,5,Revolut crypto trading and setup,0.676,0.167,0.509
What is a fractional share?,39,Corporate actions on shares,35,Stocks and Shares ISA,0.647,0.136,0.511
How do I donate to Ukrainian refugees?,27,Pockets and Spare Change Donations,8,Supported currencies and cards,0.688,0.177,0.511
What does capital at risk mean?,17,Exchange Traded Products,36,Trading fees and allowances,0.625,0.112,0.513
Revolut data plans,30,eSIM data plan setup,20,Downgrading paid plans,0.625,0.107,0.518
Perplexity,11,Accessing plan partner subscriptions,20,Downgrading paid plans,0.627,0.108,0.519
NordVPN,11,Accessing plan partner subscriptions,43,Gifting paid plans,0.628,0.109,0.519
Are funds in my  independent teen account FSCS protected?,26,FSCS fund protection,37,Instant Access Savings Interest Rates,0.652,0.131,0.521
"Add, edit, or delete a beneficiary",7,Schedule and cancel transfers,14,Bank transfers to Revolut,0.623,0.101,0.522
Can I cancel an airport lounge pass? ,40,Airport lounge and fast track passes,18,RevPoints earning and redemption,0.715,0.19,0.526
Timeframes for transfers,9,Transfer status and processing times,14,Bank transfers to Revolut,0.672,0.141,0.531
Security prices,0,Trading order types,39,Corporate actions on shares,0.655,0.121,0.534
Problem with a Direct Debit,7,Schedule and cancel transfers,16,Currency exchange and transfer fees,0.65,0.116,0.534
Can I cancel an Airport Fast Track pass? ,40,Airport lounge and fast track passes,18,RevPoints earning and redemption,0.68,0.14,0.54
Getting started with Pet Insurance,32,Pet Insurance Policy Management,22,Cancel for any reason protection,0.652,0.112,0.54
How can I improve my financial health?,4,Reporting vulnerable circumstances,27,Pockets and Spare Change Donations,0.652,0.103,0.549
Revolut - Kids & Teens statements,15,Kids and Teens Account Management,33,Download statements and documents,0.68,0.129,0.551
Pet Insurance payments and renewals,32,Pet Insurance Policy Management,20,Downgrading paid plans,0.663,0.111,0.552
MasterClass,11,Accessing plan partner subscriptions,20,Downgrading paid plans,0.656,0.104,0.552
How do I upload a document?,25,Identity verification documents,10,Logging in with phone number,0.724,0.171,0.553
Can I contact Revolut using a Power of Attorney?,4,Reporting vulnerable circumstances,10,Logging in with phone number,0.705,0.145,0.56
Schedule a transfer,7,Schedule and cancel transfers,9,Transfer status and processing times,0.664,0.103,0.561
Locked bootloader requirement for Android devices,12,Account security features,4,Reporting vulnerable circumstances,0.712,0.151,0.561
Cryptocurrencies and networks available for withdrawals,3,Crypto deposit troubleshooting,5,Revolut crypto trading and setup,0.714,0.151,0.563
How is interest calculated on tiered Instant Access Savings?,37,Instant Access Savings Interest Rates,16,Currency exchange and transfer fees,0.67,0.106,0.564
My supplier won’t let me cancel my trip/event. Am I covered with Ultra trip and event cancellation protection?,22,Cancel for any reason protection,2,Travel insurance coverage,0.687,0.113,0.575
Unsupported transfers sent from Revolut,8,Supported currencies and cards,15,Kids and Teens Account Management,0.706,0.125,0.58
Tier progression and account changes,24,Cash withdrawal and exchange fees,5,Revolut crypto trading and setup,0.697,0.117,0.58
Who is Revolut's travel insurance provider?,2,Travel insurance coverage,11,Accessing plan partner subscriptions,0.716,0.129,0.588
Why hasn't my referrer received their Referrals reward?,6,Referral purchase requirements,9,Transfer status and processing times,0.707,0.118,0.589
What is a crypto market order?,0,Trading order types,5,Revolut crypto trading and setup,0.768,0.178,0.591
Crypto stop order,0,Trading order types,5,Revolut crypto trading and setup,0.764,0.171,0.594
Which Revolut Trading entity is providing me services?,4,Reporting vulnerable circumstances,0,Trading order types,0.797,0.203,0.594
Why is Revolut becoming a bank in the UK?,26,FSCS fund protection,19,Account move to Revolut Bank,0.77,0.174,0.596
My card payment is pending,21,Declined card payments and balances,9,Transfer status and processing times,0.747,0.147,0.6
Can I accept multiple paid plan gifts?,43,Gifting paid plans,20,Downgrading paid plans,0.743,0.133,0.61
Stock basics,39,Corporate actions on shares,0,Trading order types,0.739,0.129,0.61
What is my tax identification number?,29,Tax and national ID requirements,34,Mobile number transfer,0.809,0.191,0.617
Crypto limit order,0,Trading order types,5,Revolut crypto trading and setup,0.772,0.151,0.622
How extended hours trading works,0,Trading order types,36,Trading fees and allowances,0.736,0.111,0.625
Support if you are experiencing financial difficulties,4,Reporting vulnerable circumstances,29,Tax and national ID requirements,0.79,0.163,0.627
Where can I get help and advice on financial abuse?,4,Reporting vulnerable circumstances,42,Financial analytics dashboard,0.739,0.111,0.628
Install the Shopify plugin for Revolut Pro,45,Revolut Pro features and cashback,44,Click to Pay card management,0.737,0.104,0.633
Orders submitted during extended hours trading,0,Trading order types,36,Trading fees and allowances,0.769,0.132,0.636
Bonds terms and definitions,35,Stocks and Shares ISA,0,Trading order types,0.77,0.13,0.64
Trading hours,0,Trading order types,36,Trading fees and allowances,0.77,0.127,0.644
Where you can sign up for Revolut,8,Supported currencies and cards,19,Account move to Revolut Bank,0.752,0.105,0.647
Trading limit orders,0,Trading order types,39,Corporate actions on shares,0.78,0.123,0.657
Manage a Stays booking,18,RevPoints earning and redemption,4,Reporting vulnerable circumstances,0.76,0.103,0.657
Cryptocurrency networks,3,Crypto deposit troubleshooting,5,Revolut crypto trading and setup,0.807,0.127,0.681
Making a donation through Revolut,27,Pockets and Spare Change Donations,18,RevPoints earning and redemption,0.833,0.143,0.689
What is a stop order?,0,Trading order types,39,Corporate actions on shares,0.837,0.142,0.695
Merger or acquisition of a company whose shares I own,39,Corporate actions on shares,35,Stocks and Shares ISA,0.83,0.122,0.708
What does it mean to be a high-net-worth investor?,17,Exchange Traded Products,42,Financial analytics dashboard,0.83,0.114,0.716
Extended hours trading risks,0,Trading order types,36,Trading fees and allowances,0.843,0.112,0.73
Where can I get help if I'm worried about my mental health?,4,Reporting vulnerable circumstances,16,Currency exchange and transfer fees,0.895,0.105,0.791
