title,topic_1,label_1,topic_2,label_2,p1,p2,margin
Trading Terminal,16,Revolut crypto trading and setup,27,Account security and fraud protection,0.638,0.129,0.509
Freeletics,13,Accessing Revolut plan benefits,15,Downgrading paid plans,0.611,0.101,0.511
I ordered a card and it didn't arrive,22,Ordering new cards,1,Card payment troubleshooting,0.634,0.121,0.513
How can I view my travel insurance policy documents?,0,Travel insurance trip coverage,25,Download account statements,0.718,0.203,0.515
Managing my eSIM data plan,23,eSIM data plan management,27,Account security and fraud protection,0.63,0.111,0.519
NordVPN,13,Accessing Revolut plan benefits,15,Downgrading paid plans,0.665,0.145,0.52
Sleep Cycle,13,Accessing Revolut plan benefits,15,Downgrading paid plans,0.642,0.121,0.521
Promotional and free trials,15,Downgrading paid plans,6,Currency exchange and withdrawal fees,0.652,0.13,0.522
Stock split,2,Trading order types,14,Crypto ETNs and ETPs,0.693,0.171,0.522
What is a special edition card?,22,Ordering new cards,1,Card payment troubleshooting,0.664,0.141,0.523
Getting started with Pet Insurance,0,Travel insurance trip coverage,18,Reporting vulnerable circumstances,0.704,0.178,0.526
Tinder,13,Accessing Revolut plan benefits,15,Downgrading paid plans,0.655,0.128,0.527
MasterClass,13,Accessing Revolut plan benefits,15,Downgrading paid plans,0.661,0.127,0.534
Refund protection coverage,0,Travel insurance trip coverage,13,Accessing Revolut plan benefits,0.651,0.115,0.536
Uber One,13,Accessing Revolut plan benefits,15,Downgrading paid plans,0.649,0.108,0.541
Chess.com,13,Accessing Revolut plan benefits,15,Downgrading paid plans,0.669,0.127,0.542
Mobile plan voice support,18,Reporting vulnerable circumstances,23,eSIM data plan management,0.68,0.138,0.543
Spare change and recurring Donations,26,Managing Revolut Pockets,12,RevPoints loyalty program,0.743,0.195,0.549
Why should I accept payments with Revolut Pro?,1,Card payment troubleshooting,4,Joint account closure,0.775,0.225,0.55
Close a stock position,2,Trading order types,4,Joint account closure,0.683,0.133,0.551
Who provides Revolut's everyday protection insurance?,0,Travel insurance trip coverage,15,Downgrading paid plans,0.701,0.142,0.558
Pending crypto deposits,9,Crypto deposit troubleshooting,16,Revolut crypto trading and setup,0.748,0.19,0.558
Cryptocurrencies and networks available for withdrawals,9,Crypto deposit troubleshooting,16,Revolut crypto trading and setup,0.709,0.149,0.561
I sent crypto to an incorrect wallet address. What can I do?,9,Crypto deposit troubleshooting,16,Revolut crypto trading and setup,0.758,0.19,0.569
Crypto limit order,2,Trading order types,16,Revolut crypto trading and setup,0.746,0.172,0.574
Event ticket cancellation protection coverage,0,Travel insurance trip coverage,15,Downgrading paid plans,0.678,0.102,0.575
Bond credit ratings,14,Crypto ETNs and ETPs,13,Accessing Revolut plan benefits,0.701,0.125,0.576
Crypto stop order,2,Trading order types,16,Revolut crypto trading and setup,0.756,0.179,0.577
ClassPass,13,Accessing Revolut plan benefits,15,Downgrading paid plans,0.694,0.114,0.58
Can I contact Revolut using a Power of Attorney?,18,Reporting vulnerable circumstances,3,Identity and account verification,0.759,0.177,0.582
Cards and currencies supported for adding money,8,Supported currencies and cards,1,Card payment troubleshooting,0.694,0.107,0.587
eSIM on Revolut Terminals,23,eSIM data plan management,9,Crypto deposit troubleshooting,0.701,0.112,0.589
Verify my identity,3,Identity and account verification,15,Downgrading paid plans,0.696,0.103,0.593
Locked bootloader requirement for Android devices,27,Account security and fraud protection,18,Reporting vulnerable circumstances,0.742,0.149,0.593
Contacting your device manufacturer,27,Account security and fraud protection,18,Reporting vulnerable circumstances,0.746,0.151,0.595
Manage a Stays booking,12,RevPoints loyalty program,18,Reporting vulnerable circumstances,0.738,0.14,0.598
What is a crypto market order?,2,Trading order types,16,Revolut crypto trading and setup,0.764,0.163,0.6
What does capital at risk mean?,14,Crypto ETNs and ETPs,16,Revolut crypto trading and setup,0.705,0.102,0.603
Take Profit and Stop Loss orders,2,Trading order types,6,Currency exchange and withdrawal fees,0.716,0.111,0.604
OTC stocks,2,Trading order types,6,Currency exchange and withdrawal fees,0.729,0.124,0.605
Referral reward smaller than expected,7,Referral purchase step requirements,22,Ordering new cards,0.71,0.105,0.605
Who is Revolut's travel insurance provider?,0,Travel insurance trip coverage,13,Accessing Revolut plan benefits,0.803,0.197,0.607
Stock delisting,2,Trading order types,6,Currency exchange and withdrawal fees,0.72,0.112,0.608
What happens once the gifted paid plan duration ends?,15,Downgrading paid plans,0,Travel insurance trip coverage,0.716,0.103,0.613
Picsart,13,Accessing Revolut plan benefits,15,Downgrading paid plans,0.717,0.103,0.613
My supplier won’t let me cancel my trip/event. Am I covered with Ultra trip and event cancellation protection?,0,Travel insurance trip coverage,15,Downgrading paid plans,0.736,0.121,0.615
Can I label my eSIM for my data plan?,23,eSIM data plan management,15,Downgrading paid plans,0.718,0.102,0.616
How do I make a protection insurance claim?,0,Travel insurance trip coverage,25,Download account statements,0.72,0.102,0.618
Can I use leverage to trade?,2,Trading order types,14,Crypto ETNs and ETPs,0.777,0.159,0.618
Get started with non-crypto ETPs,14,Crypto ETNs and ETPs,16,Revolut crypto trading and setup,0.728,0.107,0.621
How can I download trading statements and reports?,25,Download account statements,4,Joint account closure,0.744,0.121,0.623
Stocks and Shares Individual Savings Account (ISA),20,Tax and national identification,11,Transfer status and delays,0.733,0.109,0.623
Failed crypto deposits,9,Crypto deposit troubleshooting,6,Currency exchange and withdrawal fees,0.756,0.132,0.624
Where you can sign up for Revolut,8,Supported currencies and cards,4,Joint account closure,0.771,0.144,0.627
Graduation to the main app,10,Managing Kids and Teens accounts,4,Joint account closure,0.763,0.126,0.638
Submitting documents for a purchase insurance claim,0,Travel insurance trip coverage,25,Download account statements,0.746,0.107,0.639
What is a trading halt?,2,Trading order types,14,Crypto ETNs and ETPs,0.74,0.101,0.639
How do I upload a document?,3,Identity and account verification,25,Download account statements,0.782,0.138,0.644
Your paid plan subscription end date,15,Downgrading paid plans,13,Accessing Revolut plan benefits,0.781,0.121,0.66
Revolut closed my joint account,4,Joint account closure,21,External bank account transfers,0.765,0.101,0.664
Investing with the Stocks and Shares ISA,20,Tax and national identification,11,Transfer status and delays,0.767,0.102,0.665
Financial ratios for company analysis,2,Trading order types,14,Crypto ETNs and ETPs,0.833,0.167,0.665
Support if you are experiencing financial difficulties,18,Reporting vulnerable circumstances,20,Tax and national identification,0.835,0.165,0.669
How do I cancel my Pet Insurance policy?,0,Travel insurance trip coverage,17,Managing scheduled transfers,0.797,0.126,0.672
Get started with ETCs,14,Crypto ETNs and ETPs,2,Trading order types,0.775,0.101,0.674
Why is part of my Revolut X portfolio balance unavailable?,2,Trading order types,24,Currency accounts and exchange fees,0.79,0.106,0.684
What will happen to my Joint account?,4,Joint account closure,21,External bank account transfers,0.806,0.112,0.694
Failed orders in Revolut X,2,Trading order types,24,Currency accounts and exchange fees,0.816,0.121,0.695
Ultra trip & event cancellation with companion coverage,0,Travel insurance trip coverage,2,Trading order types,0.806,0.107,0.699
Bonds terms and definitions,2,Trading order types,15,Downgrading paid plans,0.828,0.121,0.707
Supported currencies for outgoing transfers,8,Supported currencies and cards,21,External bank account transfers,0.822,0.108,0.714
Discounts for loyal customers,15,Downgrading paid plans,6,Currency exchange and withdrawal fees,0.872,0.128,0.743
How do I share feedback with Revolut?,18,Reporting vulnerable circumstances,3,Identity and account verification,0.876,0.124,0.752
Redeeming RevPoints with Airline Miles,12,RevPoints loyalty program,18,Reporting vulnerable circumstances,0.879,0.121,0.758
Where can I get help if I'm worried about my mental health?,18,Reporting vulnerable circumstances,24,Currency accounts and exchange fees,0.883,0.117,0.766
