title,keywords
Fees for trading crypto,"crypto fee, pricing structure, exchanging stablecoins, trades specific, tiered"
Crypto limit order,"limit orders, app crypto, trading usd, revolut, executed price"
What is a crypto market order?,"market order, crypto market, select crypto, place market, generally means"
Crypto stop order,"crypto stop, orders example, price usd, revolut mobile, select cancel"
Crypto Learn,"crypto learn, cryptocurrencies access, app education, available countries, discover scroll"
How does converting cryptocurrency to fiat currency work?,"revolut convert, cryptocurrency fiat, convert cryptocurrency, transaction updated, stop order"
Crypto delisting,"crypto delisting, affected token, value falls, revolut com, possible reasons"
Crypto account onboarding requirements,"onboarded crypto, trading account, www revolut, investor categorisation, requirements regulatory"
Other crypto token information,"added tokens, crypto menu, app crypto, add widget, information view"
Revolut crypto features and products,"revolut crypto, features crypto, external wallets, trading sending, features products"
Can I set target prices for exchanging cryptocurrency?,"exchange crypto, limit orders, market order, limit stop, target prices"
Receive (deposit) crypto from an external address,"crypto deposit, revolut does, external address, used withdrawals, tap receive"
Return or manage crypto deposits,"crypto deposit, returning deposit, revolut accept, exchanges unsupported, revert process"
Failed crypto deposits,"deposit failed, blockchain rejects, crypto deposits, transaction happen, state blockchain"
Addresses supported for withdrawing and reverting crypto deposits,"crypto withdraw, revolut address, address types, usdt tron, unsupported reverting"
Can't see my deposit in-app,"revolut app, cryptocurrencies depositing, deposit incorrect, wallet addresses, doesn support"
Pending crypto deposits,"crypto deposited, pending reason, revolut com, tron network, minimum threshold"
"Supported crypto deposit currencies, networks, and exchanges","supported exchanges, crypto deposit, external wallet, ethereum network, view tokens"
Do I have an individual cryptocurrency wallet?,"individual cryptocurrency, revolut app, cold wallets, stored, repository virtual"
Add a new wallet to withdraw crypto,"wallet revolut, wallet adding, crypto add, token tap, evm"
Crypto withdrawal fees,"withdrawal fees, cryptocurrency revolut, network cost, ada gbp, validators process"
Crypto withdrawal limits,"crypto withdrawals, withdrawal limits, limits daily, time transact, protect account"
Cryptocurrencies and networks available for withdrawals,"networks btc, withdrawals support, usdt ethereum, available tokens, external wallet"
Send (withdraw) crypto to an external address,"crypto withdrawal, crypto external, wallet exchange, chain transaction, sending external"
Pending crypto withdrawals,"crypto withdrawals, pending transaction, blockchain scanner, screen status, network time"
Failed crypto withdrawals,"withdrawal failed, crypto address, revolut determines, likely scam, unblock"
Cryptocurrency networks,"networks cryptocurrency, usdt transferred, usdc network, fees different, supported multiple"
Buy and sell crypto,"crypto revolut, exchanges buy, purchase groups, maximum limit, polygon solana"
Crypto basics,"basics cryptocurrency, digital assets, security centralised, revolut appoints, unregulated meaning"
Is my crypto safe with Revolut?,"revolut crypto, crypto safety, assets stored, unsure investing, true faq"
Who provides Revolut's crypto services?,"revolut crypto, uk electronic, services provided, safe faq, terrorist financing"
Taxes on crypto,"taxes crypto, calculate profit, understanding revolut, statements app, learn koinly"
Koinly crypto tax reports,"koinly crypto, revolut customer, countries register, tax reports, 250 transactions"
Why do I need to name the wallet owner for withdrawals?,"revolut virtual, owner withdrawals, recipient information, vasp needs, fatf travel"
Crypto private keys and exposure on the blockchain,"exposure crypto, revolut private, private key, view blockchain, internal"
Crypto spare change,"cryptocurrency spare, revolut card, change buy, exchange fees, rounding rules"
What exchange rates does Revolut offer?,"revolut fees, exchange rates, exchange app, making transfer, determined based"
Currency exchange fees and limits,"exchange limits, weekends currency, usage fees, cryptocurrency commodity, called fair"
How do I exchange money?,"exchange money, revolut account, tap choose, revert make, details fees"
Currency exchange orders,"currencies orders, sell eur, revolut app, cryptocurrencies automatically, limit stop"
"I just made an exchange, but I can't find my money","activate currency, exchange funds, recently exchange, account inactive, tap accounts"
Why might my currency order fail or not execute?,"orders fail, transaction limit, currency account, low balances, execution unlocked"
Open and manage additional currency accounts,"transfer revolut, currency accounts, manage additional, unsupported countries, balance tap"
Investor related tax information,"revolut required, tax residency, fatca reporting, dividend income, tin unique"
How does the commission-free allowance work?,"revolut trading, trade deducted, allowance limit, does commission, plan wealth"
Trading orders routing,"orders routing, revolut com, rtl terms, broker final, process works"
What are trading regulatory fees and taxes?,"trading fees, sec financial, purchasing uk, tax sdrt, regulatory authority"
Buying or selling commodities,"exchange commodities, currencies buy, fiat crypto, revolut com, stocksrevolut app"
"Commodities prices, rates, and fees","commodities fees, variable exchange, currencies help, revolut app, sell rate"
Commodities supported features,"revolut features, commodities supported, precious metals, cashback spare, bars information"
Which precious metals are supported?,"precious metals, invest gold, platinum xpt, supported currently, xau"
Start with Revolut Ramp,"start revolut, ramp revolut, cryptocurrency external, ramp countries, risks trading"
How can I get a full statement of my Ramp transaction?,"ramp transactions, revolut card, completed trade, app seen, review statement"
Pay with Revolut Ramp,"using revolut, payment takes, transactions listhttps, ramp ramp, video verify"
What are the fees for Revolut Ramp?,"fees revolut, ramp use, payment method, starting screen, websites breakdown"
I sent crypto to an incorrect wallet address. What can I do?,"wallet address, crypto incorrect, crypto payments, payments irreversible, review carefully"
I was charged extra by my bank for a Ramp payment. Why?,"transaction fees, currency different, buy crypto, bank ramp, using uk"
My Ramp payment failed. What should I do?,"payment failed, ramp payment, revolut account, check 3ds, failed solutions"
My Ramp transaction is completed but I didn't receive the funds,"completed transaction, revolut ramp, didn receive, crypto wallet, case failed"
My Ramp payment was completed but I didn’t receive the crypto. What should I do?,"sent crypto, track transaction, didn receive, revolut ramp, incorrect address"
Revolut Ramp supported currencies and limits,"supported currencies, revolut transactions, revolut ramp, limits selling, polygon tron"
Why did I receive less crypto than I paid for?,"receive crypto, transactions revolut, revolut ramp, confirmation screen, exchange rate"
Why was I charged more than I was shown?,"fees displayed, charged extra, revolut communicates, payment confirmation, crypto getting"
Advantages of investing in bonds,"investing bonds, hedging benefits, non complex, rtl risk, payments guaranteed"
Get started with Bonds,"borrower bonds, revolut app, investors receive, periodic coupon, income instrument"
Bonds fees,"fees bonds, charged trade, revolut com, trades commission, rtl risk"
Bonds terms and definitions,"bonds terms, price yield, revolut com, maturity callable, dirty price"
Bond credit ratings,"rated bonds, fitch aaa, understand risk, does revolut, access definitions"
Buy bonds in the Revolut app,"dst trading, hours bonds, bonds revolut, gbp smallest, uae public"
Buying a corporate bond vs buying stock in the same company,"buying stock, corporate bond, company difference, revolut com, rtl risk"
Bond name interpretation in the Revolut app,"bond interpretation, issuer bnp, maturity date, revolut app, coupon rate"
How does Revolut process corporate actions?,"corporate actions, revolut process, shares reverse, event dividends, know types"
Dividends,"taxes dividends, revolut com, reinvestment, generally withholding, trading days"
Merger or acquisition of a company whose shares I own,"affected mergers, company purchases, shares replaced, stock portfolio, fluctuate period"
Stock delisting,"trading delisting, liquidation position, stock remain, otc isn, app automatic"
Stock split,"stock split, declares reverse, position security, increases number, corporate events"
Trading customer support,"revolut doesn, advice trading, support contact, transaction requests, chat types"
Which Revolut Trading entity is providing me services?,"revolut trading, stocksrevolut app, services investhttps, entity providing, page review"
Financial ratios for company analysis,"eps earnings, company analysis, roe measures, cf ratio, capitalisation value"
Market analysis,"analysis technical, analysts investment, influence stock, trends fundamental, examining company"
OTC stocks,"trading otc, reasons stock, restricted selling, stocks riskier, smaller companies"
Stock basics,"stock basics, stockbroker licensed, dividends units, ownership determined, revolut app"
Stock markets,"bear market, bullish vs, markets exchanges, shares especially, secondary"
What is a fractional share?,"fractional shares, share means, invest company, means buying, cost usd1"
What is a trading halt?,"trading halt, reasons trading, sec revolut, stock exchange, 10 days"
How do I update my trading account details?,"revolut app, trading account, update details, address app, number nationality"
Why are you asking me for documents to open or continue using Revolut trading?,"asking documents, revolut trading, need necessary, regulatory reasons, close permanently"
Understanding our onboarding question about affiliations,"affiliated publicly, investment firm, revolut ask, understanding onboarding, doesn mean"
Close my investment account,"close investment, account closure, account revolut, brokerage account, selling assets"
Reasons an investment account may be closed,"account closure, revolut trading, reasons investment, suspend, rtl terms"
How is the portfolio value calculated?,"portfolio value, calculated total, app indicative, securities plus, investments period"
Overview of Revolut Trading Ltd's omnibus account ,"omnibus account, structure revolut, fscs protection, contractual relationships, model market"
Trading watchlist and price alerts,"trading watchlist, stocksrevolut app, revolut app, set price, alert delete"
"Trading account information, statements and reports","investments statement, revolut trading, account information, reports access, losses specified"
Trade confirmation statements,"trade confirmation, stocksrevolut app, revolut com, statements investhttps, end day"
Fund my investment account,"revolut currency, add funds, exchanging foreign, stocksrevolut app, trading fees"
Using your credit card or a personal loan to trade stocks,"loans invest, using credit, investing disposable, trade stocks, card personal"
How to withdraw funds from my investment account,"revolut account, withdraw usd, trading proceeds, reinvest, days eu"
Open an investment account,"revolut eligibility, investment account, started trading, need open, 18 years"
Can I transfer my account from another broker?,"broker transfer, revolut investment, registration drs, account ways, acat"
Why does Revolut need my national identifier?,"revolut need, national identifier, non eea, rijksregisternummer bulgaria, regulatory reporting"
What information do I need to provide to onboard to trading?,"account revolut, requirements national, incorrect tin, identifier tax, nin faq"
What is an execution-only service?,"execution service, execution trades, restricted execution, trading, service restricted"
What is a Special Purpose Acquisition Company (SPAC)?,"company spac, acquisition process, capital purpose, listed stock, cheque shell"
American depositary receipts (ADRs) and pass-through fees,"stock adrs, depositary receipts, pass fees, deducted dividend, company dtc"
Products available to trade,"adrs trade, 000 stocks, etp type, reits allow, spac companies"
Can I have a trading account if I’m a US Person?,"revolut trading, trading entity, account person, individuals international, citizen resident"
Who is Revolut Trading Ltd authorised by?,"authorised revolut, revolut trading, investment firm, regulated financial, conduct authority"
What are non-tradable securities?,"tradable securities, brokers aren, account closed, term non, rtl terms"
Do I own my stocks?,"owner stock, broker hold, revolut protected, refer faq, behalf nonetheless"
How are my investments with Revolut protected?,"revolut protected, assets cass, fscs pay, shortfall money, claim compensation"
How are the funds in my investment account protected?,"safeguarded revolut, trading account, money regulations, compensation scheme, fscs information"
What does capital at risk mean?,"capital risk, revolut app, trading instruments, fall initial, ability bear"
Buy order block,"block revolut, disabling buy, buy orders, investment account, 48 hours"
Pending trading orders,"pending trading, revolut app, order execution, cancel select, outside market"
Close a stock position,"close stock, revolut account, money trading, withdrawal process, units xyz"
How to place a stock order,"stocks order, revolut app, app trading, settle learn, type tap"
Can I use leverage to trade?,"leverage trading, trading margin, margin allows, buy stocks, broker small"
What is a GTC Order and how does it work?,"gtc order, good till, cancelled create, setting expiration, sell shares"
Trading limit orders,"limit orders, trading usd, fractional shares, revolut app, doesn drop"
What is a stop order?,"order stop, order market, price falls, trading share, revolut app"
Trading order types,"market orders, regular trading, buy limit, types currently, learn stop"
Top Movers,"price changes, gmt market, stocks largest, horizons percentage, default time"
Security prices,"security prices, prices change, rate displayed, app indicative, minute second"
What are Revolut's trading fees?,"trading fees, revolut com, number commission, rolling monthly, adr pass"
Trading value limits,"trading limits, buy orders, value minimum, shares value, currency eur"
Why is my stock on 'sell only'?,"reasons stock, allowing sell, impending delisting, sanctions corporate, category usually"
Orders submitted during extended hours trading,"limit orders, extended trading, trading hours, revolut app, cancellation extended"
Extended hours trading risks,"trading extended, volatility cause, rtl risk, order basis, normal spreads"
How extended hours trading works,"hours trading, pre market, include extended, order execution, expiry date"
What is a trading day?,"trading days, time utc, ends 00pm, european listed, typically starts"
Trading hours,"trading hours, securities orders, time executed, days european, revolut com"
What are the fees for Trading Pro?,"trading pro, subscription fee, revolut com, 30 day, legal rtl"
What is Trading Pro?,"trading pro, commission fee, revolut plans, benefits discounted, legal rtl"
